Inst,0.50,0.60,0.70,0.80,0.90,1.00
1,6.00,5.67,5.43,5.25,5.10,5.00
2,2.72,2.62,2.43,2.24,2.10,2.00
3,2.65,2.47,2.33,2.21,2.10,2.00
4,3.15,2.80,2.51,2.30,2.13,2.00
5,4.03,3.68,3.47,3.25,3.11,3.00
6,2.63,2.46,2.33,2.21,2.10,2.00
7,1.65,1.47,1.32,1.21,1.11,1.00
8,5.89,5.66,5.42,5.26,5.12,5.00
9,1.64,1.48,1.32,1.21,1.10,1.00
10,1.66,1.47,1.32,1.22,1.10,1.00
11,1.64,1.46,1.32,1.21,1.10,1.00
12,4.76,4.51,4.33,4.21,4.11,4.00
13,2.93,2.89,2.53,3.25,3.12,3.00
14,1.66,1.47,1.33,1.21,1.10,1.00
15,4.75,4.52,4.35,4.22,4.11,4.00
16,2.67,2.49,2.33,2.22,2.10,2.00
17,2.82,2.60,2.41,2.24,2.11,2.00
18,9.71,9.54,9.38,9.24,9.11,9.00
19,6.94,6.63,6.41,6.25,6.11,6.00
20,9.05,9.09,9.12,8.98,9.00,9.00
21,1.98,1.66,1.41,1.25,1.11,1.00
22,1.79,1.60,2.33,2.20,2.10,2.00
23,1.87,1.59,1.38,1.24,1.11,1.00
24,4.12,3.86,3.59,3.42,3.21,3.00
25,3.76,3.51,3.34,3.21,3.10,3.00
26,4.67,4.59,4.37,4.29,4.12,4.00
27,3.86,3.60,3.40,4.00,4.00,4.00
28,3.00,2.70,2.45,2.26,2.12,2.00
29,1.87,1.60,1.38,1.24,1.10,1.00
30,1.65,1.46,1.32,1.21,1.10,1.00
31,6.03,6.16,6.10,6.05,6.00,6.00
32,3.97,3.68,3.44,3.26,3.12,3.00
33,5.89,5.60,5.39,5.24,5.10,5.00
34,4.38,4.63,4.43,4.25,4.11,4.00
35,5.23,5.00,5.64,5.44,5.22,5.00
36,1.62,1.47,1.32,1.21,1.10,1.00
37,4.95,4.65,5.04,5.01,5.00,5.00
38,5.65,5.47,5.32,5.20,5.11,5.00
39,3.09,2.76,2.49,2.28,2.12,2.00
40,2.21,1.85,1.52,1.34,1.13,1.00
41,2.82,2.59,2.40,2.25,2.11,2.00
42,2.98,2.65,2.43,2.25,2.20,2.00
43,4.15,3.98,3.78,3.47,5.01,5.00
44,4.70,4.49,4.32,4.22,4.10,4.00
45,5.13,4.77,4.50,4.29,4.13,4.00
46,6.12,5.78,5.56,5.32,5.14,6.00
47,4.33,4.08,3.66,3.36,3.14,3.00
